,,,"Mon, Jul 13",OBJETIVO,,,115 gr,100 gr,124 gr,35 gr,2000 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Jun 6",23:55 ,Papa,1,Carb,100 gr,2 gr,21 gr,0 gr,0 gr,92 kcal,05:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Jun 6",23:55 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Sat, Jun 6",23:55 ,"Vaca, Lomo (1 corte)",0.1,Proteína,30 gr,7 gr,0 gr,2 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.07,0.76,,,0.90,
,"Sat, Jun 6",23:55 ,Queso Tregar Portsalut,0.2,Lácteo,6 gr,2 gr,0 gr,1 gr,0 gr,14 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.23,0.03,0.05,0.44,
,"Sat, Jun 6",23:55 ,Pan Francés,0.1,Grano,6 gr,1 gr,3 gr,0 gr,0 gr,16 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Jun 6",23:55 ,Azúcar (1 cda),1,Carb,20 gr,0 gr,20 gr,0 gr,0 gr,77 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Jun 6",23:55 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Jun 6",23:55 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,122 gr,265 gr,82 gr,12 gr,"2,207 kcal",1045 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,3 gr,22 gr,0 gr,0 gr,32 gr,0 gr,26 gr,33 gr,1:3,,,,,,,
,"Sun, Jun 7",12:45 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",12:45 ,Arroz Integral,1,Grano,40 gr,1 gr,9 gr,0 gr,1 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",12:45 ,Pollo (1 pechuga),0.6,Proteína,170 gr,48 gr,0 gr,5 gr,0 gr,257 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.09,2.18,,,5.44,
,"Sun, Jun 7",12:45 ,Jardinera,0.6,Carb,128 gr,5 gr,17 gr,0 gr,5 gr,88 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",12:45 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",12:45 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Sun, Jun 7",12:45 ,"Aceite de oliva (EV, PPF)",2,Grano,4 gr,0 gr,0 gr,4 gr,0 gr,36 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.40,3.00,,,4.00,
,"Sun, Jun 7",12:45 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),1,Fruto Seco,15 gr,4 gr,2 gr,8 gr,1 gr,89 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.68,,,7.50,
,"Sun, Jun 7",14:20 ,Banana,1,Fruta,111 gr,1 gr,26 gr,0 gr,3 gr,99 kcal,01:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",14:20 ,Manzana,1,Fruta,205 gr,1 gr,39 gr,0 gr,6 gr,148 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",14:20 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",14:20 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",16:45 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,02:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",16:45 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",16:45 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",16:45 ,Whey Protein Bar Chocolate,1,Procesado,65 gr,21 gr,24 gr,10 gr,1 gr,249 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",20:45 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Sun, Jun 7",20:45 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Sun, Jun 7",20:45 ,Queso Unt. Finlandia Light,5,Lácteo,50 gr,5 gr,3 gr,7 gr,0 gr,95 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.22,2.13,0.29,0.51,4.11,
,"Sun, Jun 7",20:45 ,Pan Integral D&D,3,Grano,75 gr,6 gr,36 gr,2 gr,4 gr,174 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",20:45 ,Pasta de maní King natural,1,Fruto Seco,15 gr,4 gr,2 gr,7 gr,1 gr,88 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,3.60,,,7.35,
,"Sun, Jun 7",21:20 ,Galletitas Cachafaz Algarroba,2,Procesado,29 gr,2 gr,18 gr,5 gr,2 gr,122 kcal,00:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",21:20 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Jun 7",21:20 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,152 gr,223 gr,62 gr,27 gr,"2,013 kcal",1382 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,0 gr,8 gr,18 gr,0 gr,1 gr,39 gr,0 gr,27 gr,40 gr,0:8,,,,,,,
,"Mon, Jun 8",9:35 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",9:35 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",9:35 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",9:35 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",9:35 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",9:35 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Mon, Jun 8",9:35 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Mon, Jun 8",9:35 ,Galletitas Cachafaz Algarroba,3,Procesado,44 gr,4 gr,27 gr,7 gr,3 gr,183 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",14:30 ,Pollo (1 pechuga),0.7,Proteína,164 gr,47 gr,0 gr,5 gr,0 gr,248 kcal,04:55,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.05,2.10,,,5.25,
,"Mon, Jun 8",14:30 ,Tomate,1,Verdura,139 gr,1 gr,5 gr,0 gr,2 gr,25 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",14:30 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",14:30 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Mon, Jun 8",14:45 ,Banana,1,Fruta,102 gr,1 gr,23 gr,0 gr,3 gr,91 kcal,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",14:45 ,"Yogurt, Ser",1,Lácteo,190 gr,9 gr,11 gr,0 gr,0 gr,80 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",14:45 ,Pasta de maní King natural,1,Fruto Seco,22 gr,6 gr,2 gr,11 gr,2 gr,129 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,5.28,,,10.78,
,"Mon, Jun 8",17:50 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,03:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",17:50 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",17:50 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",17:50 ,"Ena Protein Bar, Chocolate Brownie",1,Procesado,46 gr,12 gr,27 gr,5 gr,1 gr,200 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",19:50 ,Manzana,1,Fruta,192 gr,1 gr,36 gr,0 gr,6 gr,138 kcal,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",19:50 ,Banana,1,Fruta,112 gr,1 gr,26 gr,0 gr,3 gr,100 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",19:50 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",19:50 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",22:50 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Jun 8",22:50 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Mon, Jun 8",22:50 ,Nuez (1),3,Fruto Seco,12 gr,2 gr,1 gr,8 gr,1 gr,81 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,3.90,1.68,,,7.66,
,"Mon, Jun 8",22:50 ,"Aceite de oliva (EV, PPF)",1,Grano,2 gr,0 gr,0 gr,2 gr,0 gr,18 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.20,1.50,,,2.00,
,"Mon, Jun 8",22:50 ,Vauquita,1,Carb,25 gr,2 gr,14 gr,1 gr,1 gr,68 kcal,,,,,,119 gr,273 gr,60 gr,29 gr,"2,054 kcal",1545 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,10 gr,16 gr,0 gr,1 gr,38 gr,0 gr,27 gr,39 gr,1:10,,,,,,,
,"Tue, Jun 9",10:20 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",10:20 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",10:20 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",10:20 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",10:20 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",10:20 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Tue, Jun 9",10:20 ,Palta,0.2,Fruta,32 gr,1 gr,3 gr,5 gr,2 gr,51 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.66,3.33,,,4.69,
,"Tue, Jun 9",10:20 ,Nuez (1),3,Fruto Seco,12 gr,2 gr,1 gr,8 gr,1 gr,81 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,3.90,1.68,,,7.66,
,"Tue, Jun 9",10:20 ,Galletitas Cachafaz Algarroba,2,Procesado,29 gr,2 gr,18 gr,5 gr,2 gr,122 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,Zanahoria,0.4,Verdura,75 gr,1 gr,7 gr,0 gr,2 gr,31 kcal,04:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,Zucchini,0.4,Verdura,117 gr,1 gr,4 gr,0 gr,1 gr,20 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,Cebolla,0.5,Verdura,143 gr,1 gr,14 gr,0 gr,2 gr,60 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,"Vaca, cuadril",2.1,Proteína,210 gr,46 gr,0 gr,15 gr,0 gr,315 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.59,6.17,,,7.35,
,"Tue, Jun 9",14:50 ,"Aceite de oliva (EV, PPF)",2,Grano,4 gr,0 gr,0 gr,4 gr,0 gr,36 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.40,3.00,,,4.00,
,"Tue, Jun 9",14:50 ,Arroz Integral,1,Grano,40 gr,1 gr,9 gr,0 gr,1 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,Nuez (1),1.5,Fruto Seco,6 gr,1 gr,1 gr,4 gr,0 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,1.95,0.84,,,3.83,
,"Tue, Jun 9",14:50 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),0.5,Fruto Seco,8 gr,2 gr,1 gr,4 gr,1 gr,45 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.84,,,3.75,
,"Tue, Jun 9",14:50 ,Ají,0.4,Verdura,53 gr,1 gr,2 gr,0 gr,0 gr,10 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,"Oralitas, tortillas",3,Carb,113 gr,7 gr,57 gr,9 gr,2 gr,339 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",14:50 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Tue, Jun 9",15:15 ,Bombón de dulce de membrillo Profecía,1,Carb,30 gr,0 gr,23 gr,0 gr,0 gr,92 kcal,00:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",19:00 ,Banana,1,Fruta,106 gr,1 gr,24 gr,0 gr,3 gr,94 kcal,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",19:00 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",19:00 ,Avena Granix Instnatánea (2 cdas),1,Grano,30 gr,4 gr,18 gr,2 gr,3 gr,107 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",19:00 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",19:00 ,Queso Unt. Finlandia Light,1,Lácteo,10 gr,1 gr,1 gr,1 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0.43,0.06,0.10,0.82,
,"Tue, Jun 9",21:00 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Tue, Jun 9",21:00 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Tue, Jun 9",21:00 ,"Aceite de oliva (EV, PPF)",1,Grano,2 gr,0 gr,0 gr,2 gr,0 gr,18 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.20,1.50,,,2.00,
,"Tue, Jun 9",21:00 ,Nuez (1),1,Fruto Seco,4 gr,1 gr,0 gr,3 gr,0 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.30,0.56,,,2.55,
,"Tue, Jun 9",21:00 ,Queso Unt. Finlandia Light,5,Lácteo,50 gr,5 gr,3 gr,7 gr,0 gr,95 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.22,2.13,0.29,0.51,4.11,
,"Tue, Jun 9",21:00 ,Pan Integral D&D,3,Grano,75 gr,6 gr,36 gr,2 gr,4 gr,174 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",21:40 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",21:40 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Jun 9",21:40 ,Vauquita,1,Carb,25 gr,2 gr,14 gr,1 gr,1 gr,68 kcal,,,,,,135 gr,280 gr,88 gr,28 gr,"2,412 kcal",1569 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,2 gr,12 gr,26 gr,1 gr,1 gr,53 gr,0 gr,40 gr,54 gr,2:12,,,,,,,
,"Wed, Jun 10",10:50 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",10:50 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",10:50 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",10:50 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",10:50 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",10:50 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Wed, Jun 10",10:50 ,Palta,0.2,Fruta,39 gr,1 gr,3 gr,6 gr,3 gr,62 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.80,4.06,,,5.72,
,"Wed, Jun 10",10:50 ,Nuez (1),2,Fruto Seco,8 gr,1 gr,1 gr,5 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,2.60,1.12,,,5.10,
,"Wed, Jun 10",10:50 ,"Gentech, Ironbar, chocolate",1,Procesado,46 gr,15 gr,18 gr,7 gr,2 gr,180 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Pollo (1 pechuga),0.7,Proteína,202 gr,58 gr,0 gr,6 gr,0 gr,305 kcal,02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.29,2.59,,,6.46,
,"Wed, Jun 10",13:30 ,Ají,0.6,Verdura,30 gr,0 gr,1 gr,0 gr,0 gr,5 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Cebolla,0.5,Verdura,117 gr,1 gr,12 gr,0 gr,2 gr,49 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Zanahoria,0.4,Verdura,89 gr,1 gr,9 gr,0 gr,2 gr,36 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Zucchini,0.4,Verdura,144 gr,2 gr,5 gr,0 gr,2 gr,24 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Arroz Integral,1,Grano,40 gr,1 gr,9 gr,0 gr,1 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,"Aceite de oliva (EV, PPF)",2,Grano,4 gr,0 gr,0 gr,4 gr,0 gr,36 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.40,3.00,,,4.00,
,"Wed, Jun 10",13:30 ,Nuez (1),2,Fruto Seco,8 gr,1 gr,1 gr,5 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,2.60,1.12,,,5.10,
,"Wed, Jun 10",13:30 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),0.5,Fruto Seco,8 gr,2 gr,1 gr,4 gr,1 gr,45 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.84,,,3.75,
,"Wed, Jun 10",13:30 ,"Oralitas, tortillas",2,Carb,72 gr,5 gr,36 gr,6 gr,1 gr,216 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",13:30 ,Queso Unt. Finlandia Light,1,Lácteo,10 gr,1 gr,1 gr,1 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.04,0.43,0.06,0.10,0.82,
,"Wed, Jun 10",13:30 ,Vauquita,1,Carb,25 gr,2 gr,14 gr,1 gr,1 gr,68 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",16:35 ,Banana,0.8,Fruta,120 gr,1 gr,28 gr,0 gr,3 gr,107 kcal,03:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",16:35 ,Manzana,1.1,Fruta,202 gr,1 gr,38 gr,0 gr,6 gr,145 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",16:35 ,"Leche, Protein",0.5,Lácteo,50 gr,2 gr,2 gr,0 gr,0 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",21:40,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,05:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",21:40 ,"Leche, Protein",1,Lácteo,100 gr,5 gr,5 gr,0 gr,0 gr,37 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",21:40 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",21:40 ,Whey Protein Bar Chocolate,1,Procesado,65 gr,21 gr,24 gr,10 gr,1 gr,249 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Jun 10",21:40 ,Nuez (1),1,Fruto Seco,4 gr,1 gr,0 gr,3 gr,0 gr,27 kcal,,,,,,128 gr,249 gr,63 gr,29 gr,"2,011 kcal",1523 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,10 gr,16 gr,0 gr,0 gr,35 gr,0 gr,27 gr,36 gr,1:10,0.26,1.30,0.56,,,2.55,
,"Thu, Jun 11",9:00 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,11:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Jun 11",9:00 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thu, Jun 11",9:00 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
